hospital,Категорія діагнозу,Діагноз,visit_month,Стать,age,counts
3,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-12,Жіноча,y40-64,7
3,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-12,Жіноча,y65+,1
3,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-12,Чоловіча,y40-64,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-01,Жіноча,y18-39,9
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-01,Жіноча,y40-64,9
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-01,Жіноча,y65+,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-01,Чоловіча,y18-39,9
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-01,Чоловіча,y40-64,11
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-01,Чоловіча,y6-17,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-02,Жіноча,y0-5,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-02,Жіноча,y18-39,10
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-02,Жіноча,y40-64,5
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-02,Чоловіча,y18-39,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-02,Чоловіча,y40-64,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-02,Чоловіча,y6-17,5
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-03,Жіноча,y18-39,14
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-03,Жіноча,y40-64,9
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-03,Жіноча,y6-17,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-03,Чоловіча,y18-39,12
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-03,Чоловіча,y40-64,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-03,Чоловіча,y6-17,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-04,Жіноча,y0-5,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-04,Жіноча,y18-39,14
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-04,Жіноча,y40-64,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-04,Жіноча,y6-17,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-04,Чоловіча,y18-39,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-05,Жіноча,y18-39,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-05,Жіноча,y40-64,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-06,Жіноча,y18-39,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-06,Жіноча,y40-64,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-06,Чоловіча,y18-39,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-06,Чоловіча,y40-64,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-06,Чоловіча,y6-17,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-07,Жіноча,y18-39,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-07,Жіноча,y6-17,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-07,Жіноча,y65+,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-07,Чоловіча,y18-39,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-07,Чоловіча,y6-17,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-08,Жіноча,y18-39,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-08,Жіноча,y40-64,4
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-08,Чоловіча,y18-39,4
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-08,Чоловіча,y40-64,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-08,Чоловіча,y6-17,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-09,Жіноча,y18-39,4
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-09,Жіноча,y40-64,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-09,Жіноча,y6-17,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-09,Чоловіча,y18-39,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-09,Чоловіча,y6-17,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-10,Жіноча,y18-39,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-10,Жіноча,y40-64,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-10,Жіноча,y6-17,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-10,Чоловіча,y0-5,2
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-10,Чоловіча,y18-39,5
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-10,Чоловіча,y6-17,4
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-11,Жіноча,y18-39,12
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-11,Жіноча,y40-64,8
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-11,Жіноча,y6-17,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-11,Чоловіча,y0-5,1
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-11,Чоловіча,y18-39,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-12,Жіноча,y18-39,4
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-12,Жіноча,y40-64,6
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-12,Чоловіча,y18-39,3
3,Дихальна система,R75 Синусит гострий / хронічний  ,2019-12,Чоловіча,y40-64,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-01,Жіноча,y0-5,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-01,Жіноча,y18-39,19
3,Дихальна система,R76 Гострий тонзиліт  ,2019-01,Жіноча,y40-64,3
3,Дихальна система,R76 Гострий тонзиліт  ,2019-01,Жіноча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-01,Чоловіча,y18-39,6
3,Дихальна система,R76 Гострий тонзиліт  ,2019-01,Чоловіча,y40-64,4
3,Дихальна система,R76 Гострий тонзиліт  ,2019-01,Чоловіча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-02,Жіноча,y18-39,6
3,Дихальна система,R76 Гострий тонзиліт  ,2019-02,Жіноча,y40-64,3
3,Дихальна система,R76 Гострий тонзиліт  ,2019-02,Жіноча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-02,Чоловіча,y18-39,9
3,Дихальна система,R76 Гострий тонзиліт  ,2019-03,Жіноча,y18-39,13
3,Дихальна система,R76 Гострий тонзиліт  ,2019-03,Жіноча,y40-64,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-03,Чоловіча,y18-39,5
3,Дихальна система,R76 Гострий тонзиліт  ,2019-04,Жіноча,y18-39,5
3,Дихальна система,R76 Гострий тонзиліт  ,2019-04,Жіноча,y40-64,4
3,Дихальна система,R76 Гострий тонзиліт  ,2019-04,Чоловіча,y18-39,3
3,Дихальна система,R76 Гострий тонзиліт  ,2019-05,Жіноча,y0-5,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-05,Жіноча,y18-39,6
3,Дихальна система,R76 Гострий тонзиліт  ,2019-05,Жіноча,y40-64,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-05,Жіноча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-05,Чоловіча,y18-39,7
3,Дихальна система,R76 Гострий тонзиліт  ,2019-06,Жіноча,y18-39,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-06,Жіноча,y40-64,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-06,Чоловіча,y0-5,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-06,Чоловіча,y18-39,6
3,Дихальна система,R76 Гострий тонзиліт  ,2019-06,Чоловіча,y40-64,4
3,Дихальна система,R76 Гострий тонзиліт  ,2019-07,Жіноча,y0-5,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-07,Жіноча,y18-39,8
3,Дихальна система,R76 Гострий тонзиліт  ,2019-07,Жіноча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-07,Чоловіча,y0-5,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-07,Чоловіча,y18-39,16
3,Дихальна система,R76 Гострий тонзиліт  ,2019-07,Чоловіча,y40-64,6
3,Дихальна система,R76 Гострий тонзиліт  ,2019-07,Чоловіча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-08,Жіноча,y18-39,8
3,Дихальна система,R76 Гострий тонзиліт  ,2019-08,Жіноча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y0-5,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y18-39,5
3,Дихальна система,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y40-64,5
3,Дихальна система,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y65+,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-09,Жіноча,y0-5,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-09,Жіноча,y18-39,3
3,Дихальна система,R76 Гострий тонзиліт  ,2019-09,Жіноча,y6-17,4
3,Дихальна система,R76 Гострий тонзиліт  ,2019-09,Чоловіча,y0-5,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-09,Чоловіча,y18-39,4
3,Дихальна система,R76 Гострий тонзиліт  ,2019-09,Чоловіча,y6-17,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-10,Жіноча,y18-39,15
3,Дихальна система,R76 Гострий тонзиліт  ,2019-10,Жіноча,y40-64,7
3,Дихальна система,R76 Гострий тонзиліт  ,2019-10,Жіноча,y6-17,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-10,Чоловіча,y18-39,12
3,Дихальна система,R76 Гострий тонзиліт  ,2019-10,Чоловіча,y40-64,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-10,Чоловіча,y6-17,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Жіноча,y0-5,1
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Жіноча,y18-39,4
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Жіноча,y40-64,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Жіноча,y6-17,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Чоловіча,y0-5,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Чоловіча,y18-39,18
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Чоловіча,y40-64,4
3,Дихальна система,R76 Гострий тонзиліт  ,2019-11,Чоловіча,y6-17,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-12,Жіноча,y0-5,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-12,Жіноча,y18-39,6
3,Дихальна система,R76 Гострий тонзиліт  ,2019-12,Жіноча,y40-64,2
3,Дихальна система,R76 Гострий тонзиліт  ,2019-12,Чоловіча,y18-39,6
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Жіноча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Жіноча,y18-39,80
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Жіноча,y40-64,151
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Жіноча,y6-17,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Жіноча,y65+,16
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Чоловіча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Чоловіча,y18-39,39
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Чоловіча,y40-64,53
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Чоловіча,y6-17,4
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-01,Чоловіча,y65+,5
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-02,Жіноча,y18-39,51
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-02,Жіноча,y40-64,83
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-02,Жіноча,y6-17,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-02,Жіноча,y65+,9
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-02,Чоловіча,y18-39,41
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-02,Чоловіча,y40-64,43
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-02,Чоловіча,y65+,5
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-03,Жіноча,y0-5,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-03,Жіноча,y18-39,48
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-03,Жіноча,y40-64,32
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-03,Жіноча,y65+,7
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-03,Чоловіча,y18-39,43
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-03,Чоловіча,y40-64,25
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Жіноча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Жіноча,y18-39,40
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Жіноча,y40-64,55
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Жіноча,y65+,5
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Чоловіча,y18-39,23
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Чоловіча,y40-64,31
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Чоловіча,y6-17,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-04,Чоловіча,y65+,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y18-39,31
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y40-64,25
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Жіноча,y65+,3
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y18-39,8
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y40-64,16
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y6-17,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-05,Чоловіча,y65+,3
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-06,Жіноча,y18-39,10
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-06,Жіноча,y40-64,24
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-06,Жіноча,y65+,6
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-06,Чоловіча,y0-5,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-06,Чоловіча,y18-39,11
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-06,Чоловіча,y40-64,9
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-06,Чоловіча,y65+,3
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-07,Жіноча,y18-39,34
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-07,Жіноча,y40-64,29
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-07,Жіноча,y65+,4
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-07,Чоловіча,y0-5,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-07,Чоловіча,y18-39,25
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-07,Чоловіча,y40-64,16
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-07,Чоловіча,y65+,3
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Жіноча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Жіноча,y18-39,15
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Жіноча,y40-64,34
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Жіноча,y65+,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Чоловіча,y18-39,26
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Чоловіча,y40-64,18
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Чоловіча,y6-17,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-08,Чоловіча,y65+,4
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Жіноча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Жіноча,y18-39,32
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Жіноча,y40-64,47
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Жіноча,y65+,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Чоловіча,y18-39,30
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Чоловіча,y40-64,24
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Чоловіча,y6-17,5
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-09,Чоловіча,y65+,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-10,Жіноча,y18-39,52
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-10,Жіноча,y40-64,52
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-10,Жіноча,y65+,4
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-10,Чоловіча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-10,Чоловіча,y18-39,38
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-10,Чоловіча,y40-64,33
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-10,Чоловіча,y65+,2
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Жіноча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Жіноча,y18-39,49
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Жіноча,y40-64,49
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Жіноча,y6-17,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Жіноча,y65+,15
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Чоловіча,y0-5,1
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Чоловіча,y18-39,28
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Чоловіча,y40-64,20
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-11,Чоловіча,y65+,4
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Жіноча,y18-39,29
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Жіноча,y40-64,52
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Жіноча,y6-17,4
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Жіноча,y65+,8
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Чоловіча,y0-5,3
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Чоловіча,y18-39,29
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Чоловіча,y40-64,30
3,Дихальна система,R77 Гострий ларингіт / трахеїт  ,2019-12,Чоловіча,y65+,8
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Жіноча,y0-5,4
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Жіноча,y18-39,43
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Жіноча,y40-64,145
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Жіноча,y6-17,6
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Жіноча,y65+,30
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Чоловіча,y0-5,5
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Чоловіча,y18-39,48
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Чоловіча,y40-64,94
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Чоловіча,y6-17,1
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-01,Чоловіча,y65+,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Жіноча,y0-5,2
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Жіноча,y18-39,41
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Жіноча,y40-64,75
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Жіноча,y6-17,8
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Жіноча,y65+,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Чоловіча,y0-5,2
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Чоловіча,y18-39,33
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Чоловіча,y40-64,42
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Чоловіча,y6-17,7
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-02,Чоловіча,y65+,12
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Жіноча,y0-5,2
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Жіноча,y18-39,18
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Жіноча,y40-64,63
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Жіноча,y6-17,6
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Жіноча,y65+,21
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Чоловіча,y0-5,8
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Чоловіча,y18-39,26
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Чоловіча,y40-64,38
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Чоловіча,y6-17,14
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-03,Чоловіча,y65+,5
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Жіноча,y0-5,7
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Жіноча,y18-39,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Жіноча,y40-64,47
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Жіноча,y6-17,9
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Жіноча,y65+,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Чоловіча,y0-5,13
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Чоловіча,y18-39,9
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Чоловіча,y40-64,24
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Чоловіча,y6-17,1
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-04,Чоловіча,y65+,1
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y0-5,10
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y18-39,18
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y40-64,39
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y6-17,5
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Жіноча,y65+,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,y0-5,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,y18-39,20
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,y40-64,26
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,y6-17,10
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-05,Чоловіча,y65+,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Жіноча,y0-5,6
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Жіноча,y18-39,17
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Жіноча,y40-64,26
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Жіноча,y6-17,7
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Жіноча,y65+,7
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Чоловіча,y0-5,11
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Чоловіча,y18-39,12
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Чоловіча,y40-64,16
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Чоловіча,y6-17,5
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-06,Чоловіча,y65+,3
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Жіноча,y18-39,22
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Жіноча,y40-64,44
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Жіноча,y6-17,3
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Жіноча,y65+,17
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Чоловіча,y0-5,6
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Чоловіча,y18-39,22
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Чоловіча,y40-64,28
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Чоловіча,y6-17,2
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-07,Чоловіча,y65+,1
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-08,Жіноча,y0-5,2
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-08,Жіноча,y18-39,17
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-08,Жіноча,y40-64,31
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-08,Жіноча,y6-17,5
3,Дихальна система,R78 Гострий бронхіт / бронхіоліт  ,2019-08,Жіноча,y65+,7
