hospital,Діагноз,visit_month,Стать,age,counts,counts_unique
4,K76 ІХС без стенокардії  ,2019-08,Чоловіча,,1,
2,K86 Гіпертонія неускладнена  ,2019-08,Жіноча,,5,2.0
3,"U99 Захворювання сечової системи, інші  ",2019-08,Жіноча,y65+,14,2.0
3,"U99 Захворювання сечової системи, інші  ",2019-08,Жіноча,y6-17,2,1.0
3,"U99 Захворювання сечової системи, інші  ",2019-08,Жіноча,y40-64,19,5.0
2,K85 Підвищений артеріальний тиск  ,2019-08,Жіноча,y40-64,10,4.0
3,R83 Респіраторні інфекції інші  ,2019-08,Чоловіча,y40-64,33,
3,R83 Респіраторні інфекції інші  ,2019-08,Чоловіча,y18-39,15,
3,R83 Респіраторні інфекції інші  ,2019-08,Чоловіча,y0-5,1,1.0
3,R83 Респіраторні інфекції інші  ,2019-08,Жіноча,y65+,1,
3,R83 Респіраторні інфекції інші  ,2019-08,Жіноча,y40-64,7,1.0
3,R83 Респіраторні інфекції інші  ,2019-08,Жіноча,y18-39,13,2.0
2,K85 Підвищений артеріальний тиск  ,2019-08,Жіноча,y65+,12,6.0
4,D87 Розлад функції шлунку  ,2019-08,Жіноча,,1,
4,D87 Розлад функції шлунку  ,2019-08,Жіноча,y18-39,3,2.0
4,D87 Розлад функції шлунку  ,2019-08,Жіноча,y40-64,4,2.0
4,D87 Розлад функції шлунку  ,2019-08,Жіноча,y65+,4,
4,D87 Розлад функції шлунку  ,2019-08,Чоловіча,y18-39,2,2.0
4,D87 Розлад функції шлунку  ,2019-08,Чоловіча,y6-17,1,1.0
4,D87 Розлад функції шлунку  ,2019-08,Чоловіча,y65+,2,1.0
4,"F99 Захворювання ока/придатків, інші  ",2019-08,Чоловіча,y6-17,2,2.0
4,"F99 Захворювання ока/придатків, інші  ",2019-08,Жіноча,y6-17,5,5.0
2,K85 Підвищений артеріальний тиск  ,2019-08,Чоловіча,y18-39,2,2.0
2,R84 Злоякісне новоутворення бронхів / легень  ,2019-08,Жіноча,y40-64,1,1.0
3,R83 Респіраторні інфекції інші  ,2019-08,Чоловіча,y65+,1,
4,R97 Алергічний риніт  ,2019-08,Жіноча,y18-39,1,1.0
2,K85 Підвищений артеріальний тиск  ,2019-08,Жіноча,y18-39,1,1.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Чоловіча,y18-39,1,1.0
3,"U99 Захворювання сечової системи, інші  ",2019-08,Жіноча,y18-39,20,5.0
1,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Чоловіча,y40-64,1,1.0
5,D70 Шлунково-кишкова інфекція  ,2019-08,Жіноча,y65+,1,1.0
5,D70 Шлунково-кишкова інфекція  ,2019-08,Чоловіча,y0-5,1,1.0
5,D70 Шлунково-кишкова інфекція  ,2019-08,Чоловіча,y18-39,11,6.0
5,D70 Шлунково-кишкова інфекція  ,2019-08,Чоловіча,y40-64,2,1.0
4,R83 Респіраторні інфекції інші  ,2019-08,Чоловіча,,2,1.0
4,R83 Респіраторні інфекції інші  ,2019-08,Жіноча,y65+,3,1.0
4,R83 Респіраторні інфекції інші  ,2019-08,Жіноча,y40-64,3,1.0
1,K87 Гіпертонія з ускладненням  ,2019-08,Чоловіча,y65+,8,2.0
4,K90 Інсульт / порушення мозкового кровообігу ,2019-08,Чоловіча,y40-64,2,1.0
5,N88 Епілепсія ,2019-08,Жіноча,y40-64,2,
5,N88 Епілепсія ,2019-08,Жіноча,y65+,1,1.0
5,N88 Епілепсія ,2019-08,Чоловіча,y18-39,1,
5,N88 Епілепсія ,2019-08,Чоловіча,y40-64,1,1.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Жіноча,y40-64,5,5.0
1,T90 Інсулінонезалежний цукровий діабет  ,2019-08,Жіноча,y18-39,2,
1,T90 Інсулінонезалежний цукровий діабет  ,2019-08,Жіноча,y40-64,23,12.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Жіноча,y65+,3,2.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Чоловіча,y40-64,1,
2,D70 Шлунково-кишкова інфекція  ,2019-08,Жіноча,y18-39,1,1.0
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Чоловіча,y40-64,4,1.0
1,K75 Гострий інфаркт міокарда  ,2019-08,Жіноча,y65+,3,
5,A96 Смерть  ,2019-08,Чоловіча,y40-64,1,
5,A96 Смерть  ,2019-08,Жіноча,y65+,9,
5,A96 Смерть  ,2019-08,Жіноча,y40-64,2,
2,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y6-17,1,1.0
1,K74 ІХС із стенокардією  ,2019-08,Чоловіча,y65+,50,25.0
2,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y18-39,2,1.0
3,R79 Хронічний бронхіт  ,2019-08,Чоловіча,y40-64,4,2.0
3,R79 Хронічний бронхіт  ,2019-08,Чоловіча,y18-39,1,
3,R79 Хронічний бронхіт  ,2019-08,Чоловіча,y0-5,1,1.0
3,R79 Хронічний бронхіт  ,2019-08,Жіноча,y65+,6,2.0
3,R79 Хронічний бронхіт  ,2019-08,Жіноча,y18-39,3,2.0
2,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y0-5,3,1.0
5,A96 Смерть  ,2019-08,Чоловіча,y65+,4,
2,R76 Гострий тонзиліт  ,2019-08,Жіноча,y6-17,1,1.0
2,R76 Гострий тонзиліт  ,2019-08,Жіноча,y18-39,6,5.0
2,R76 Гострий тонзиліт  ,2019-08,Жіноча,y0-5,5,1.0
1,K74 ІХС із стенокардією  ,2019-08,Чоловіча,y40-64,26,5.0
1,K74 ІХС із стенокардією  ,2019-08,Чоловіча,y18-39,2,2.0
1,K74 ІХС із стенокардією  ,2019-08,Жіноча,y65+,96,70.0
1,K74 ІХС із стенокардією  ,2019-08,Жіноча,y40-64,49,25.0
1,K74 ІХС із стенокардією  ,2019-08,Жіноча,,1,
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y0-5,4,1.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y18-39,15,11.0
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Жіноча,y65+,1,
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Чоловіча,y0-5,1,1.0
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Чоловіча,y40-64,1,1.0
2,R76 Гострий тонзиліт  ,2019-08,Жіноча,y40-64,2,2.0
2,K76 ІХС без стенокардії  ,2019-08,Жіноча,y18-39,1,
2,K76 ІХС без стенокардії  ,2019-08,Жіноча,,13,6.0
3,R79 Хронічний бронхіт  ,2019-08,Чоловіча,y65+,1,
2,A99 Захворювання / стан неуточненої природи  ,2019-08,Чоловіча,y6-17,11,4.0
5,R21 Горло - симптом / скарга  ,2019-08,Чоловіча,y6-17,2,2.0
1,D97 Захворювання печінки БДУ  ,2019-08,Чоловіча,y18-39,3,
1,D97 Захворювання печінки БДУ  ,2019-08,Чоловіча,y40-64,6,2.0
2,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y65+,1,1.0
1,D97 Захворювання печінки БДУ  ,2019-08,Чоловіча,y65+,1,
2,R95 ХОЗЛ  ,2019-08,Жіноча,y18-39,2,1.0
2,R95 ХОЗЛ  ,2019-08,Жіноча,y40-64,6,2.0
2,R95 ХОЗЛ  ,2019-08,Жіноча,y65+,9,3.0
2,R95 ХОЗЛ  ,2019-08,Чоловіча,y18-39,6,2.0
2,R79 Хронічний бронхіт  ,2019-08,Жіноча,y65+,8,5.0
2,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y6-17,6,4.0
5,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-08,Жіноча,y65+,3,
5,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-08,Чоловіча,y40-64,3,
5,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-08,Чоловіча,y65+,2,1.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,,1,1.0
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Жіноча,y40-64,6,5.0
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Жіноча,y6-17,1,1.0
2,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y40-64,1,1.0
2,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y18-39,1,1.0
2,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y0-5,3,2.0
2,R95 ХОЗЛ  ,2019-08,Чоловіча,y40-64,10,5.0
2,R95 ХОЗЛ  ,2019-08,Чоловіча,y6-17,1,
4,F70 Кон'юнктивіт інфекційний  ,2019-08,Чоловіча,y6-17,1,1.0
1,A78 Інфекційні захворювання інші / БДУ  ,2019-08,Жіноча,y6-17,1,1.0
1,A78 Інфекційні захворювання інші / БДУ  ,2019-08,Чоловіча,y0-5,3,1.0
1,A78 Інфекційні захворювання інші / БДУ  ,2019-08,Чоловіча,y18-39,1,1.0
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Чоловіча,y65+,3,1.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y40-64,24,14.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y6-17,4,3.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y65+,28,9.0
1,K91 Захворювання судин мозку ,2019-08,Чоловіча,y65+,43,22.0
5,R05 Кашель  ,2019-08,Чоловіча,y65+,2,2.0
5,R05 Кашель  ,2019-08,Чоловіча,y40-64,1,
5,R05 Кашель  ,2019-08,Чоловіча,y18-39,2,2.0
5,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,y6-17,4,2.0
5,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,y65+,17,5.0
5,U70 Пієлонефрит / пієліт  ,2019-08,Чоловіча,y18-39,1,
5,U70 Пієлонефрит / пієліт  ,2019-08,Чоловіча,y40-64,12,2.0
5,U70 Пієлонефрит / пієліт  ,2019-08,Чоловіча,y65+,1,
5,R05 Кашель  ,2019-08,Чоловіча,y0-5,4,2.0
5,R05 Кашель  ,2019-08,Жіноча,y65+,1,1.0
5,R05 Кашель  ,2019-08,Жіноча,y6-17,1,1.0
5,L74 Перелом: кисть/стопа ,2019-08,Чоловіча,y6-17,1,1.0
5,S88 Контактний/алергічний дерматит  ,2019-08,Чоловіча,y65+,1,1.0
3,U71 Цистит / сечова інфекція інша  ,2019-08,Жіноча,y6-17,1,1.0
3,U71 Цистит / сечова інфекція інша  ,2019-08,Жіноча,y40-64,5,4.0
2,K95 Варикозне розширення вен ніг ,2019-08,Жіноча,,1,1.0
2,K95 Варикозне розширення вен ніг ,2019-08,Жіноча,y18-39,1,1.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y6-17,7,6.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y65+,12,3.0
2,K76 ІХС без стенокардії  ,2019-08,Жіноча,y40-64,68,29.0
2,K76 ІХС без стенокардії  ,2019-08,Жіноча,y65+,274,116.0
3,U71 Цистит / сечова інфекція інша  ,2019-08,Жіноча,y18-39,4,4.0
5,L74 Перелом: кисть/стопа ,2019-08,Чоловіча,y18-39,1,1.0
5,L74 Перелом: кисть/стопа ,2019-08,Чоловіча,y0-5,3,
2,K76 ІХС без стенокардії  ,2019-08,Чоловіча,,1,1.0
2,K76 ІХС без стенокардії  ,2019-08,Чоловіча,y40-64,50,14.0
1,K91 Захворювання судин мозку ,2019-08,Чоловіча,y40-64,8,7.0
2,A99 Захворювання / стан неуточненої природи  ,2019-08,Чоловіча,y65+,1,1.0
1,K91 Захворювання судин мозку ,2019-08,Жіноча,y65+,150,84.0
4,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y65+,2,
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y0-5,1,1.0
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y40-64,2,2.0
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y6-17,1,1.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,,1,1.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y0-5,3,3.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y18-39,14,9.0
1,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y40-64,27,16.0
2,K76 ІХС без стенокардії  ,2019-08,Чоловіча,y65+,74,33.0
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Жіноча,y65+,1,
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Чоловіча,y18-39,1,1.0
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Чоловіча,y40-64,1,1.0
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Чоловіча,y6-17,1,1.0
5,A99 Захворювання / стан неуточненої природи  ,2019-08,Чоловіча,y65+,1,1.0
4,K77 Серцева недостатність  ,2019-08,Жіноча,y18-39,4,
4,K77 Серцева недостатність  ,2019-08,Жіноча,y65+,9,
2,R79 Хронічний бронхіт  ,2019-08,Жіноча,y40-64,9,5.0
4,K77 Серцева недостатність  ,2019-08,Чоловіча,y65+,2,
3,U71 Цистит / сечова інфекція інша  ,2019-08,Чоловіча,y40-64,1,1.0
3,U71 Цистит / сечова інфекція інша  ,2019-08,Чоловіча,y0-5,2,1.0
3,U71 Цистит / сечова інфекція інша  ,2019-08,Жіноча,y65+,5,4.0
1,K91 Захворювання судин мозку ,2019-08,Жіноча,,5,5.0
1,K91 Захворювання судин мозку ,2019-08,Жіноча,y18-39,1,
4,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y40-64,12,6.0
4,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y6-17,1,1.0
4,"D99 Хвороба системи травлення, ін.  ",2019-08,Жіноча,y65+,4,3.0
4,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y18-39,1,
4,"D99 Хвороба системи травлення, ін.  ",2019-08,Чоловіча,y40-64,7,3.0
1,K91 Захворювання судин мозку ,2019-08,Жіноча,y40-64,29,20.0
4,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Чоловіча,y65+,3,2.0
4,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Чоловіча,y40-64,4,3.0
4,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y65+,9,2.0
2,K77 Серцева недостатність  ,2019-08,Жіноча,y65+,1,1.0
2,K77 Серцева недостатність  ,2019-08,Жіноча,y40-64,3,2.0
5,A77 Вірусні захворювання інші / БДУ  ,2019-08,Чоловіча,y18-39,1,1.0
1,T90 Інсулінонезалежний цукровий діабет  ,2019-08,Чоловіча,y40-64,19,6.0
5,D72 Вірусний гепатит  ,2019-08,Жіноча,y40-64,2,
5,D72 Вірусний гепатит  ,2019-08,Чоловіча,y18-39,2,1.0
1,T90 Інсулінонезалежний цукровий діабет  ,2019-08,Чоловіча,y65+,13,6.0
1,A72 Вітряна віспа  ,2019-08,Жіноча,y6-17,3,1.0
1,A72 Вітряна віспа  ,2019-08,Жіноча,y0-5,6,2.0
4,D97 Захворювання печінки БДУ  ,2019-08,Жіноча,y40-64,1,1.0
4,D97 Захворювання печінки БДУ  ,2019-08,Жіноча,y65+,1,
1,A72 Вітряна віспа  ,2019-08,Жіноча,,1,1.0
5,A77 Вірусні захворювання інші / БДУ  ,2019-08,Жіноча,y18-39,1,1.0
1,D85 Виразка дванадцятипалої кишки  ,2019-08,Чоловіча,y65+,1,1.0
1,D85 Виразка дванадцятипалої кишки  ,2019-08,Чоловіча,y40-64,1,1.0
1,D85 Виразка дванадцятипалої кишки  ,2019-08,Чоловіча,y18-39,1,1.0
2,K92 Атеросклероз / захворювання периф. судин  ,2019-08,Чоловіча,y65+,6,2.0
4,D97 Захворювання печінки БДУ  ,2019-08,Чоловіча,y40-64,1,1.0
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Жіноча,y0-5,1,
5,A92 Алергія / алергічна реакція БДУ  ,2019-08,Жіноча,y18-39,1,1.0
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Чоловіча,y65+,1,1.0
2,R79 Хронічний бронхіт  ,2019-08,Чоловіча,y40-64,3,
1,D85 Виразка дванадцятипалої кишки  ,2019-08,Жіноча,y40-64,1,
1,T81 Зоб  ,2019-08,Чоловіча,y6-17,1,1.0
1,T81 Зоб  ,2019-08,Чоловіча,y18-39,1,1.0
1,S88 Контактний/алергічний дерматит  ,2019-08,Чоловіча,y0-5,4,2.0
1,S88 Контактний/алергічний дерматит  ,2019-08,Жіноча,y6-17,1,1.0
2,K77 Серцева недостатність  ,2019-08,Чоловіча,y40-64,1,1.0
1,S88 Контактний/алергічний дерматит  ,2019-08,Жіноча,y40-64,1,1.0
1,K73 Вроджена аномалія ССС  ,2019-08,Чоловіча,y6-17,1,1.0
2,K92 Атеросклероз / захворювання периф. судин  ,2019-08,Чоловіча,y40-64,7,3.0
5,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,,1,1.0
5,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,y18-39,11,2.0
5,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,y40-64,16,5.0
5,S98 Кропив'янка  ,2019-08,Жіноча,y40-64,1,
5,S98 Кропив'янка  ,2019-08,Жіноча,y18-39,4,2.0
2,D70 Шлунково-кишкова інфекція  ,2019-08,Жіноча,y6-17,2,2.0
2,D70 Шлунково-кишкова інфекція  ,2019-08,Чоловіча,y6-17,1,1.0
1,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Чоловіча,y18-39,2,
5,S98 Кропив'янка  ,2019-08,Жіноча,y0-5,1,1.0
4,R97 Алергічний риніт  ,2019-08,Чоловіча,y18-39,1,
4,R97 Алергічний риніт  ,2019-08,Чоловіча,y6-17,1,1.0
1,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Жіноча,y65+,1,
1,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Жіноча,y6-17,2,
1,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Жіноча,y40-64,4,2.0
1,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-08,Жіноча,y18-39,4,
5,L76 Перелом: інші ,2019-08,Чоловіча,y6-17,2,1.0
5,L76 Перелом: інші ,2019-08,Жіноча,y65+,2,1.0
5,L76 Перелом: інші ,2019-08,Жіноча,y6-17,1,
1,A72 Вітряна віспа  ,2019-08,Чоловіча,y6-17,2,1.0
1,A72 Вітряна віспа  ,2019-08,Чоловіча,y0-5,4,
2,K92 Атеросклероз / захворювання периф. судин  ,2019-08,Жіноча,y18-39,1,1.0
2,K92 Атеросклероз / захворювання периф. судин  ,2019-08,Жіноча,y40-64,4,3.0
2,K92 Атеросклероз / захворювання периф. судин  ,2019-08,Жіноча,y65+,9,7.0
1,K73 Вроджена аномалія ССС  ,2019-08,Жіноча,y0-5,1,
1,K73 Вроджена аномалія ССС  ,2019-08,Жіноча,y40-64,1,1.0
1,T90 Інсулінонезалежний цукровий діабет  ,2019-08,Жіноча,y65+,37,24.0
2,K92 Атеросклероз / захворювання периф. судин  ,2019-08,Чоловіча,,1,1.0
1,T90 Інсулінонезалежний цукровий діабет  ,2019-08,Чоловіча,y18-39,7,1.0
1,K75 Гострий інфаркт міокарда  ,2019-08,Чоловіча,y65+,1,
1,S88 Контактний/алергічний дерматит  ,2019-08,Жіноча,y18-39,1,1.0
1,T81 Зоб  ,2019-08,Жіноча,y65+,2,
2,D97 Захворювання печінки БДУ  ,2019-08,Чоловіча,y40-64,7,
2,D97 Захворювання печінки БДУ  ,2019-08,Чоловіча,y65+,3,3.0
1,K90 Інсульт / порушення мозкового кровообігу ,2019-08,Жіноча,y40-64,5,
1,K90 Інсульт / порушення мозкового кровообігу ,2019-08,Жіноча,y65+,11,4.0
1,K90 Інсульт / порушення мозкового кровообігу ,2019-08,Чоловіча,y40-64,8,
4,F92 Катаракта  ,2019-08,Чоловіча,y65+,2,1.0
4,F92 Катаракта  ,2019-08,Чоловіча,y40-64,1,
4,K91 Захворювання судин мозку ,2019-08,Жіноча,y18-39,1,1.0
4,K91 Захворювання судин мозку ,2019-08,Жіноча,y40-64,3,1.0
4,K91 Захворювання судин мозку ,2019-08,Жіноча,y65+,17,3.0
4,K91 Захворювання судин мозку ,2019-08,Чоловіча,y40-64,3,2.0
4,K91 Захворювання судин мозку ,2019-08,Чоловіча,y65+,10,1.0
4,F92 Катаракта  ,2019-08,Жіноча,y65+,3,1.0
4,F92 Катаракта  ,2019-08,Жіноча,y18-39,1,
1,A03 Лихоманка  ,2019-08,Чоловіча,y40-64,1,1.0
1,A03 Лихоманка  ,2019-08,Чоловіча,y0-5,5,2.0
1,A03 Лихоманка  ,2019-08,Жіноча,y6-17,1,1.0
5,T86 Гіпотиреоїдизм / мікседема  ,2019-08,Жіноча,y40-64,4,3.0
5,T86 Гіпотиреоїдизм / мікседема  ,2019-08,Жіноча,y65+,1,1.0
5,T86 Гіпотиреоїдизм / мікседема  ,2019-08,Чоловіча,y40-64,1,1.0
1,D97 Захворювання печінки БДУ  ,2019-08,Жіноча,y65+,3,1.0
4,K80 Серцева аритмія БДУ  ,2019-08,Чоловіча,y40-64,1,1.0
2,R79 Хронічний бронхіт  ,2019-08,Чоловіча,y18-39,3,1.0
5,R21 Горло - симптом / скарга  ,2019-08,Чоловіча,y18-39,1,1.0
4,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y18-39,7,1.0
4,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y40-64,6,4.0
4,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y6-17,1,1.0
2,D97 Захворювання печінки БДУ  ,2019-08,Чоловіча,y18-39,4,3.0
3,R81 Пневмонія  ,2019-08,Чоловіча,y65+,5,
2,D97 Захворювання печінки БДУ  ,2019-08,Жіноча,y40-64,4,1.0
1,D97 Захворювання печінки БДУ  ,2019-08,Жіноча,y6-17,1,1.0
3,U95 Сечокам'яна хвороба ,2019-08,Чоловіча,y40-64,3,
3,R81 Пневмонія  ,2019-08,Чоловіча,y40-64,1,
5,L99 Захворювання (L) інші ,2019-08,Чоловіча,y0-5,2,2.0
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Чоловіча,y18-39,4,2.0
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Чоловіча,y0-5,2,1.0
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Жіноча,y65+,1,1.0
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Жіноча,y6-17,1,
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Жіноча,y40-64,1,1.0
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Жіноча,y18-39,1,
3,R81 Пневмонія  ,2019-08,Чоловіча,y18-39,3,
3,R81 Пневмонія  ,2019-08,Жіноча,y40-64,4,4.0
3,R81 Пневмонія  ,2019-08,Жіноча,y18-39,1,1.0
3,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,y18-39,4,3.0
3,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,y40-64,1,
3,U70 Пієлонефрит / пієліт  ,2019-08,Жіноча,y65+,3,3.0
1,S88 Контактний/алергічний дерматит  ,2019-08,Жіноча,y0-5,3,2.0
3,U95 Сечокам'яна хвороба ,2019-08,Чоловіча,y18-39,3,2.0
3,U95 Сечокам'яна хвороба ,2019-08,Жіноча,y65+,10,5.0
3,U95 Сечокам'яна хвороба ,2019-08,Жіноча,y40-64,1,
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Жіноча,y0-5,1,
1,F70 Кон'юнктивіт інфекційний  ,2019-08,Жіноча,,1,1.0
1,T81 Зоб  ,2019-08,Жіноча,y6-17,2,2.0
1,T81 Зоб  ,2019-08,Жіноча,y40-64,2,1.0
1,D97 Захворювання печінки БДУ  ,2019-08,Жіноча,y0-5,1,
1,D97 Захворювання печінки БДУ  ,2019-08,Жіноча,y40-64,6,1.0
5,L99 Захворювання (L) інші ,2019-08,Жіноча,y6-17,2,2.0
5,L99 Захворювання (L) інші ,2019-08,Жіноча,y40-64,15,8.0
5,L99 Захворювання (L) інші ,2019-08,Жіноча,y18-39,1,1.0
5,L99 Захворювання (L) інші ,2019-08,Чоловіча,y18-39,6,3.0
2,K73 Вроджена аномалія ССС  ,2019-08,Чоловіча,y18-39,3,1.0
4,K84 Хвороби серця інші  ,2019-08,Жіноча,y0-5,1,1.0
2,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y40-64,3,2.0
1,H70 Зовнішній отит  ,2019-08,Чоловіча,y40-64,7,6.0
1,H70 Зовнішній отит  ,2019-08,Чоловіча,y18-39,2,2.0
1,H70 Зовнішній отит  ,2019-08,Жіноча,y6-17,2,1.0
1,H70 Зовнішній отит  ,2019-08,Жіноча,y18-39,3,2.0
1,H70 Зовнішній отит  ,2019-08,Жіноча,y0-5,2,1.0
2,K87 Гіпертонія з ускладненням  ,2019-08,Жіноча,,1,1.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Чоловіча,y18-39,4,
4,K86 Гіпертонія неускладнена  ,2019-08,Жіноча,y40-64,23,12.0
4,K86 Гіпертонія неускладнена  ,2019-08,Жіноча,y65+,33,11.0
4,K86 Гіпертонія неускладнена  ,2019-08,Чоловіча,y18-39,3,3.0
4,K86 Гіпертонія неускладнена  ,2019-08,Чоловіча,y40-64,17,9.0
2,R74 Гостра інфекція верхніх дихальних шляхів   K76 ІХС без стенокардії  ,2019-08,Жіноча,y40-64,2,2.0
5,L86 Спинний синдром з іррадіацією болю ,2019-08,Чоловіча,y18-39,44,17.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y65+,10,6.0
5,A72 Вітряна віспа  ,2019-08,Жіноча,y0-5,1,1.0
2,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y18-39,3,3.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,y40-64,7,3.0
3,R99 Захворювання дихальної системи ін.  ,2019-08,Чоловіча,y65+,4,1.0
3,R99 Захворювання дихальної системи ін.  ,2019-08,Чоловіча,y6-17,4,4.0
3,R99 Захворювання дихальної системи ін.  ,2019-08,Чоловіча,y40-64,10,4.0
3,R99 Захворювання дихальної системи ін.  ,2019-08,Чоловіча,y18-39,16,6.0
3,R99 Захворювання дихальної системи ін.  ,2019-08,Жіноча,y65+,10,1.0
5,L86 Спинний синдром з іррадіацією болю ,2019-08,Жіноча,y65+,9,4.0
3,R99 Захворювання дихальної системи ін.  ,2019-08,Жіноча,y6-17,2,1.0
3,R99 Захворювання дихальної системи ін.  ,2019-08,Жіноча,y40-64,18,5.0
5,L86 Спинний синдром з іррадіацією болю ,2019-08,Жіноча,y40-64,43,17.0
2,D98 Холецистит / жовчнокам'яна хвороба  ,2019-08,Жіноча,,1,1.0
4,K86 Гіпертонія неускладнена  ,2019-08,Чоловіча,y65+,9,4.0
2,B70 Лімфаденіт гострий  ,2019-08,Чоловіча,y40-64,1,1.0
5,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-08,Жіноча,y6-17,5,
5,L86 Спинний синдром з іррадіацією болю ,2019-08,Чоловіча,y40-64,58,29.0
5,R76 Гострий тонзиліт  ,2019-08,Чоловіча,y0-5,10,2.0
2,A98 Підтримання здоров'я / профілактика  ,2019-08,Жіноча,,4,4.0
5,R76 Гострий тонзиліт  ,2019-08,Чоловіча,,3,
5,R76 Гострий тонзиліт  ,2019-08,Жіноча,y6-17,4,3.0
